Raw_Channel_ID,Platform_ID,obs_std,obs_mean
1,-1,27.2737718832671,236.66623997760456
1,21,27.025331796802135,236.49292906247072
1,22,27.46773606448012,236.80319681448057
2,-1,27.203280859273686,259.53019990435104
2,21,27.22256458977998,259.7678475989869
2,22,27.186577013708682,259.34254894910356
3,-1,9.489860500316203,247.52103646621188
3,21,9.638507561000745,247.71051502953418
3,22,9.36779125986415,247.37103182370328
4,-1,12.906392940834248,258.5867625015679
4,21,12.922531248194963,259.3452157730607
4,22,12.862125887997312,257.98840743403474
5,-1,18.451601367383574,264.40828198308105
5,21,18.290864177699667,263.3042943725722
5,22,18.53145681557096,265.2848912188969
