Raw_Channel_ID,Platform_ID,obs_std,obs_mean
1,-1,27.314051741583636,237.9566862096014
1,14,27.237688807568933,237.82756663196426
1,15,27.25539242564268,238.15684577291427
1,16,27.104623367838013,238.3287148131825
1,23,27.342755373663014,237.84289789226148
1,24,27.452495102189413,237.89947810831046
2,-1,26.618813103955723,261.915233839472
2,14,26.714805283241724,261.70902595462064
2,15,26.566889256684032,262.0244276665933
2,16,26.501021796581963,262.0089071790408
2,23,26.635057018276363,261.8615537641429
2,24,26.598255721079855,262.0179211819286
3,-1,9.442343271781501,247.38245044616173
3,14,9.360823103781955,247.3196715240357
3,15,9.358463680886302,247.33785121070034
3,16,9.332064063561445,247.28928810997937
3,23,9.357006869204472,247.3811298765863
3,24,10.021122147008533,247.67779653526242
4,-1,12.917529068672312,258.2913764089477
4,14,12.894516788434766,258.1149392180758
4,15,12.878421890127624,258.1926237313513
4,16,12.800390334130613,258.1741921825457
4,23,12.968961486043167,258.30936712616074
4,24,12.952925642222597,258.52580165711
5,-1,17.997020725294178,265.0566627761782
5,14,18.121249551151013,265.00266964773476
5,15,18.000085396832166,265.10250063093014
5,16,17.85497341358148,265.1404196358589
5,23,18.051736849065584,264.9905259829178
5,24,17.88897715825186,265.09578591765796
