Raw_Channel_ID,Platform_ID,obs_std,obs_mean,obs_min,obs_max
1,-1,8.113731802616636,0.01651320704049069,-22.699179,180.61093
1,25,8.158990654606411,0.00731116688961064,-22.484966,180.61093
1,26,8.03518241049331,0.032357432721205136,-22.699179,180.61093
2,-1,5.2520426951039205,0.03775147719903329,-27.162464,137.37079
2,25,5.264311190825827,0.05796637692049009,-27.092379,121.12732
2,26,5.230668154079859,0.0029451268627828514,-27.162464,137.37079
3,-1,1.8908030805896912,-0.02063435869345464,-62.440613,8.056832
3,25,1.8883629409442553,-0.0377655578077736,-36.20284,8.056832
3,26,1.894634275706942,0.008862424682628262,-62.440613,7.7325597
4,-1,1.2550114321169146,0.005899992689136042,-51.8124,50.653717
4,25,1.2384460465664056,0.008078419422640086,-51.8124,50.653717
4,26,1.2830242644175782,0.0021491413313272094,-18.104618,30.854942
5,-1,1.0355770245602534,0.0011728299215596702,-8.10866,5.8395243
5,25,1.0342660405895214,-0.0012681624146074068,-8.10866,5.8395243
5,26,1.0378169736710516,0.005375771098188517,-6.8847127,5.7952814
6,-1,0.5493822121451002,0.0036791990498476032,-12.703717,13.661785
6,25,0.5223683556764287,0.006430280210638828,-12.703717,13.661785
6,26,0.592988689396745,-0.0010576582190667792,-12.383174,6.8123903
7,-1,0.3255828136582528,0.002480108574867595,-6.011691,14.647189
7,25,0.26640313973354024,0.0015354013766269161,-3.6407008,14.647189
7,26,0.4078251001117691,0.00410672113096357,-6.011691,4.4886813
8,-1,0.26758123164244024,0.0033795806969370086,-3.2466252,10.183069
8,25,0.26632283059089557,0.008081420107786804,-3.2466252,10.183069
8,26,0.269542094424536,-0.004716124550866895,-2.3600237,1.7463634
9,-1,0.1962527740104057,-5.5949416656172864e-05,-5.058476,3.9574463
9,25,0.19222928636496564,-0.001677236175508665,-5.058476,3.9574463
9,26,0.20296335507173885,0.002735609072463909,-1.5942534,3.1422544
10,-1,0.13015063025884935,-0.0008409591891093529,-3.7672338,8.647489
10,25,0.1280901455750696,-0.0010135838580174522,-3.7672338,8.647489
10,26,0.13362345536560788,-0.000543731164954626,-2.8124948,1.4940547
11,-1,0.09736682370697192,0.0004948809771133328,-3.2520914,1.9735277
11,25,0.09665249450538914,0.0020333158875877563,-3.179755,1.0819921
11,26,0.09852836924270333,-0.002154021822372433,-3.2520914,1.9735277
12,-1,0.08449291647792997,-0.00015908060227801872,-3.8171158,6.006262
12,25,0.08288337321816482,-0.0010891632007279718,-3.8171158,2.6338766
12,26,0.08717141354969027,0.0014423510748199206,-0.91960233,6.006262
13,-1,0.07876476730583207,-0.0007481134102039366,-3.015542,8.513709
13,25,0.0771227240777569,-0.0013911656654801326,-3.015542,8.513709
13,26,0.08150270567906999,0.00035910465122932915,-0.54739743,2.686968
14,-1,0.06435283954670194,0.0008178949375494241,-1.7583451,2.3168159
14,25,0.06342331547347822,0.0012792422123076726,-1.3276563,1.434597
14,26,0.06591503969325464,2.353953172637753e-05,-1.7583451,2.3168159
15,-1,0.062281492352083224,9.956594785958151e-05,-9.202019,23.577919
15,25,0.05960121279694898,3.3575702879594815e-05,-9.202019,23.577919
15,26,0.06664417849634201,0.000213189048503035,-7.7245126,0.7483987
16,-1,0.053170138403606786,-0.0002782876452943954,-5.2730403,6.4986434
16,25,0.05090963976793033,-9.089318427967239e-05,-5.2730403,6.4986434
16,26,0.05685063477109915,-0.0006009465429899427,-2.4634545,3.1796315
17,-1,0.0462249969905426,6.735756532865781e-05,-6.796467,3.3835852
17,25,0.04627713717767539,0.0005964508644584201,-6.796467,3.3835852
17,26,0.04612086292721632,-0.0008436440712773303,-4.0116854,0.58511776
18,-1,0.03788835000169828,-0.0003514180435949096,-2.7663088,1.4395287
18,25,0.03745761229051916,-0.0008174831079994006,-2.7663088,1.3517247
18,26,0.038605563668077596,0.0004510605308563524,-0.5526807,1.4395287
19,-1,0.03330582676476361,-0.0008574601679794651,-6.19803,5.5526767
19,25,0.032727610415141196,-0.0016696842637779065,-6.19803,5.5526767
19,26,0.034233436147920786,0.0005410407803036202,-1.491681,3.0981164
20,-1,0.028468433380136483,-0.0005675972791015586,-9.06101,2.9966123
20,25,0.026643184578347776,-0.0009988920709598087,-9.06101,2.3903935
20,26,0.03134934849528494,0.000175013262156009,-2.6174066,2.9966123
21,-1,0.024268825929043395,0.0002599081395317108,-1.9682393,0.8665377
21,25,0.0224297582412051,2.0550463659553276e-06,-1.9682393,0.73365885
21,26,0.027139217697359913,0.0007038838811717654,-1.2463758,0.8665377
22,-1,0.023653236177545802,-2.3053129620237552e-05,-1.571571,6.7783623
22,25,0.022901615809238295,0.0005573283528326744,-1.571571,6.7783623
22,26,0.024862543398320246,-0.0010223636127430628,-1.4353843,0.94891393
23,-1,0.0227950591817633,7.47340289880043e-05,-1.3103967,3.68755
23,25,0.021006005909240646,0.0002808284683341765,-1.3103967,3.68755
23,26,0.02558009822371429,-0.0002801228022146704,-1.0873473,0.76674837
24,-1,0.02163025281614505,0.00047457330557465434,-6.2863092,5.610426
24,25,0.02078166535950987,0.0015827913900130566,-6.2863092,5.610426
24,26,0.022892809629481283,-0.00143357501212334,-1.5460097,2.214486
25,-1,0.020180399097139597,-0.00013897911048542052,-7.081303,3.0626888
25,25,0.019194882874143886,-0.0007289904180184681,-7.081303,3.0626888
25,26,0.02173550438228641,0.0008769121655196096,-1.4447576,0.97537893
26,-1,0.019364271442448903,-0.0002416602799426142,-6.701268,1.8637762
26,25,0.01836366698129971,-0.0004320107116650731,-6.701268,1.7319096
26,26,0.020971529909368472,8.608825724928664e-05,-0.93850017,1.8637762
27,-1,0.017319452118580603,-0.00013860826794000325,-0.6164454,1.9288743
27,25,0.016136272119552268,-0.000514231594614049,-0.6164454,1.9288743
27,26,0.019169215854635987,0.0005081462192369678,-0.58550715,0.61321104
28,-1,0.017700405302912354,-0.0001325316854622738,-13.401714,2.195423
28,25,0.017145463430931325,-0.0004955198328022546,-13.401714,2.195423
28,26,0.018600601430655454,0.0004924673399254899,-1.5438087,2.142796
29,-1,0.015425732668083376,0.0002193715662504277,-0.6605541,0.53531766
29,25,0.014380885705600187,0.0004007458176717921,-0.14273225,0.53531766
29,26,0.01707109280259627,-9.29216345041803e-05,-0.6605541,0.22257876
30,-1,0.01504755953893869,-4.3247367891373935e-05,-0.40668693,0.15491618
30,25,0.013958022374844569,-5.858884883002894e-05,-0.12909138,0.13453749
30,26,0.016758339226176453,-1.6832151017408964e-05,-0.40668693,0.15491618
31,-1,0.015065970340400598,-6.205377879144825e-05,-4.89397,1.1568414
31,25,0.014121691891133752,-0.00018564009517773203,-4.89397,1.1568414
31,26,0.016564038096794912,0.0001507391949150614,-0.6891684,1.0968304
32,-1,0.014772341527657062,-6.904989192718075e-05,-8.888641,1.298905
32,25,0.013787270516411243,-0.00032197688415858746,-8.888641,1.298905
32,26,0.01632061780609942,0.0003664440072464144,-1.6017404,1.008066
