Raw_Channel_ID,Platform_ID,obs_std,obs_mean
16,-1,8.148566703939132,231.5696314828929
16,14,8.16659063824984,231.5899448741447
16,15,8.080259900068903,231.62268837141235
16,16,8.274089773247885,231.33711634584245
38,-1,7.6839326337454095,215.09468773136138
38,14,7.730132510666448,215.06334598883302
38,15,7.678726627442439,215.16592609227328
38,16,7.519422450941319,215.00544159369431
49,-1,7.457045667309594,218.2708576624594
49,14,7.4710016471106755,218.24828727173008
49,15,7.4440864250822765,218.33711300901177
49,16,7.440009147744245,218.16283068363074
51,-1,7.643226914012837,215.43678103395163
51,14,7.683411781818187,215.40718181659258
51,15,7.638104249733504,215.5052609380326
51,16,7.502042426802164,215.3489788668497
55,-1,7.440690620121674,218.28582424491685
55,14,7.455226361928304,218.26378748340835
55,15,7.4280326685980365,218.35058120073694
55,16,7.420631482841768,218.18015213166495
57,-1,7.694807649805706,215.1106416837574
57,14,7.73882961690392,215.0809186227904
57,15,7.690803215337125,215.17780451032993
57,16,7.535425892847301,215.02716453618947
59,-1,7.715303264905434,224.1601880926176
59,14,7.712982162872568,224.16819773248594
59,15,7.675182498227635,224.20274932570686
59,16,7.838327688548475,224.00518237654217
61,-1,7.450445404992458,218.79085568561987
61,14,7.460583984780689,218.77233137521844
61,15,7.435683055098165,218.852557543473
61,16,7.453362129650873,218.6807636287963
63,-1,7.6513378709615765,215.27879751876034
63,14,7.6933374022502266,215.25118642931005
63,15,7.64731900538729,215.343943122196
63,16,7.499932709971022,215.19319018030149
66,-1,7.6752320381806625,223.59292997873996
66,14,7.672589390465481,223.5992553580554
66,15,7.637483531657956,223.6355357697093
66,16,7.792771337594965,223.44419998336863
70,-1,6.961835073823521,221.28114876183045
70,14,6.976858210690474,221.28742549756706
70,15,6.940766929347125,221.32968641152831
70,16,6.963705479380555,221.11524621764858
72,-1,8.108291979131826,230.7910603085405
72,14,8.122010202711568,230.8181510695525
72,15,8.043559597982819,230.82946258327934
72,16,8.240356614800811,230.5756491069457
74,-1,7.452844614872846,222.83378317315635
74,14,7.454468446682034,222.82733508837134
74,15,7.423904118368168,222.8900615554259
74,16,7.528850145493042,222.69362900984186
79,-1,7.442997263911691,221.28872655502428
79,14,7.445449486515733,221.2768642120128
79,15,7.418089325198928,221.34613277115895
79,16,7.504479748262484,221.16586536259808
81,-1,7.408187798505816,222.10725904651184
81,14,7.409841551960028,222.09165892893446
81,15,7.381469879709513,222.1724782416252
81,16,7.477542689284157,221.97575249891688
83,-1,7.399205454556235,219.67256732880614
83,14,7.411305524562781,219.65052422591268
83,15,7.382022082128196,219.73350195523292
83,16,7.4019055543511865,219.57810408083688
85,-1,7.436787452490125,218.97070521542918
85,14,7.447228344707931,218.95058240780335
85,15,7.420918095087655,219.0315770940754
85,16,7.441906308860176,218.86912171258479
87,-1,7.6184393178012275,216.78241632580614
