Raw_Channel_ID,Platform_ID,obs_std,obs_mean
24,-1,7.148680945983152,221.7428510438544
24,25,7.226625973984494,221.72723726263527
24,26,7.012362664944118,221.7697351118772
26,-1,7.1183690738760745,220.21698041628375
26,25,7.187047453778234,220.20723472808095
26,26,6.998506694575881,220.23376070421637
28,-1,6.810027715339033,225.11215231553538
28,25,6.88641664148765,225.09473612568024
28,26,6.676345902019827,225.1421398007059
32,-1,8.586831187042542,232.24373320645796
32,25,8.674517098267549,232.20074248110168
32,26,8.433202677079201,232.31775535193378
37,-1,7.101698793998617,220.8547745437012
37,25,7.17415360906482,220.84003686001532
37,26,6.975108627925394,220.8801501324295
39,-1,7.084499131404986,219.52015323580326
39,25,7.147340844991026,219.50862805040438
39,26,6.9749260966309325,219.5399974915854
42,-1,7.103298339878284,220.7258401200952
42,25,7.176376792531341,220.7126013511023
42,26,6.975618121257783,220.74863485259138
44,-1,7.072375481378026,219.21996256837906
44,25,7.130500410254753,219.21370781837263
44,26,6.9711463883192,219.23073210090158
47,-1,7.088522908525025,220.65073272762893
47,25,7.159615620612103,220.6372255890556
47,26,6.9643526598480525,220.67398954332933
49,-1,7.0585366790228745,219.0336902154235
49,25,7.113326222513172,219.0264455221647
49,26,6.963171413476821,219.04616424869195
51,-1,7.043834215481206,220.0082110773996
51,25,7.10766727653143,219.99779181336595
51,26,6.932511637784182,220.0261511393934
53,-1,7.097154641713036,221.48956417686423
53,25,7.173213631048205,221.47356906935863
53,26,6.964162811668813,221.5171048188252
55,-1,7.027936818498324,220.56581122312792
55,25,7.093666375094964,220.55327740186326
55,26,6.913245169151606,220.58739216490855
57,-1,6.986009691056735,218.17761325408964
57,25,7.025644659287636,218.17248883733
57,26,6.917224570420424,218.1864365600403
59,-1,6.957474561686182,217.5947181448047
59,25,6.988781837074984,217.5902339182468
59,26,6.903229715403152,217.60243916062527
61,-1,6.858448008153826,218.81845319444992
61,25,6.903815698966285,218.80969093107814
61,26,6.77959533976492,218.8335402051628
63,-1,6.824041345248238,220.35039481195363
63,25,6.879358836517029,220.33796076391843
63,26,6.72767527166563,220.3718039625294
65,-1,6.772041886497526,218.48205618962905
65,25,6.809038015889509,218.47133553268873
65,26,6.707823133395746,218.5005151949391
67,-1,6.615958129465173,216.75712420819255
67,25,6.633803666213863,216.74480895375086
67,26,6.585064154878169,216.77832881798457
69,-1,6.3869434244147705,217.9668858199093
69,25,6.422831493887996,217.95072153884342
69,26,6.324576842770392,217.99471774771823
71,-1,6.3687329469696845,218.37176920764338
71,25,6.409529123604809,218.3557861949569
71,26,6.2977752056619,218.39928902454378
73,-1,6.231960909808288,217.74396842271508
73,25,6.263902359178369,217.7267904371157
73,26,6.176464649332763,217.77354576383877
75,-1,5.747537030125413,217.7108760713893
75,25,5.778702638529444,217.6882536945453
75,26,5.693265248141307,217.7498276558503
77,-1,5.3709703711015955,218.9489486746189
77,25,5.415050605310716,218.92350724874214
77,26,5.293925909453148,218.99275414456045
79,-1,5.402782926138339,219.24549479231524
79,25,5.4485355837028715,219.22184646945195
79,26,5.3228377012751595,219.2862128676847
81,-1,5.310695809183949,219.12941337127202
81,25,5.354317655404501,219.10460393324956
81,26,5.234459791990948,219.17213067402167
83,-1,4.929063461686605,220.7598649082012
83,25,4.983904706653539,220.73255139432644
83,26,4.832817317317919,220.80689377037405
85,-1,4.781525500353753,221.85931616238483
85,25,4.837270020633143,221.83139884092395
85,26,4.683599498018493,221.9073846704955
87,-1,4.803066436137887,224.03463127414375
87,25,4.865750841450445,224.00949031701813
87,26,4.6928583823622905,224.0779193919955
89,-1,4.870657216747649,224.8576073834463
89,25,4.932906658212551,224.8337831094861
89,26,4.761289248416708,224.89862841433893
91,-1,5.31551725723172,227.77403112213702
91,25,5.372932300819551,227.75304317342793
91,26,5.214980267447988,227.8101685210692
93,-1,5.488476582628741,229.10937273728692
93,25,5.538821292290113,229.08959890888914
93,26,5.400523033578721,229.14341964368694
95,-1,5.7185069753729065,229.94375370060385
95,25,5.768839014268012,229.92334964657877
95,26,5.630617096124981,229.97888573996406
97,-1,5.997081260478454,231.75153722972925
97,25,6.040867757908995,231.73510874510055
97,26,5.920823464593723,231.77982406762405
99,-1,6.424621856295242,233.73030489322696
99,25,6.458604879276553,233.7147772666865
99,26,6.3655955344728685,233.75704061869206
103,-1,7.035743304214101,236.78961918345988
103,25,7.064369191596282,236.77916474817476
103,26,6.986143332907935,236.807619803899
105,-1,7.4242187585584665,237.96473991634969
105,25,7.447903012602698,237.9575507834448
105,26,7.383244450964255,237.97711828487732
107,-1,8.533038279366547,242.58541758542094
107,25,8.541967753830795,242.58391604346247
107,26,8.517640878304602,242.58800296532246
109,-1,8.28367833280382,242.44918642551977
109,25,8.28910233788292,242.44401670375743
109,26,8.274323360711675,242.45808773837712
111,-1,4.790411106057031,226.38039215135038
111,25,4.8422137544251695,226.36026785065238
111,26,4.699676826899978,226.41504250678219
113,-1,6.392115911364461,221.9808166808176
113,25,6.4592633516151805,221.95933631146835
113,26,6.274644570709405,222.01780193779265
115,-1,6.116276270112719,232.69438277919767
115,25,6.168936097091183,232.6725244382642
115,26,6.0243414372417785,232.73201883392872
117,-1,10.54643588799885,249.50830848344825
117,25,10.535631454865753,249.51378747227818
117,26,10.565006680733363,249.4988746694135
119,-1,10.363587856616613,248.56650995907498
119,25,10.358034751616351,248.57401517208282
119,26,10.37312968268347,248.55358735857243
121,-1,10.967417711963517,251.44628922255885
121,25,10.955245440244632,251.46081311811614
121,26,10.988299645740154,251.42128173778374
123,-1,11.282576583228686,252.41196448645687
123,25,11.267508670282483,252.42674889218097
123,26,11.308428524381442,252.38650845094656
125,-1,10.54213713130317,249.47747508620503
125,25,10.534673480729518,249.4848214461781
125,26,10.554963909955422,249.46482600149804
127,-1,8.459408971865988,243.05743068769692
127,25,8.46795124999899,243.05835354849458
127,26,8.44468032282402,243.05584169063653
129,-1,8.237674224604191,242.01746666952454
129,25,8.25135132315659,242.01626185300702
129,26,8.214071061213657,242.01954114262986
131,-1,8.718113620057526,244.53885340586203
